mission,yearmon,month,year,unsc_resolution,peaceag_cease_monitor,buffer_monitor,liaise_warpart,goodoffices,peaceag_cease_assist,humrts_monitor,refugees_monitor,humrts_protect,children_protect,women_protect,prociv,unpersonnel_protect,demining_assist,refugees_assist,humaid_assist,humpersonnel_protect,borders_monitor,weaponstrade_monitor,weaponsembargo_monitor,cargoinspections,resources_monitor,ch7,election_monitor,election_security,election_assist,govcap_assist,cultural_pres,qip_assist,justice_assist,securitysectorreform_assist,policereform_assist,police_monitor,police_jointpatrols,reconciliation,justice_warcrim,ddr_monitor,ddr_assist,mission_pr,freepress,au_coop,eu_coop,undp_coop,ecowas_coop,jmc_coop,othermission_coop,oas_coop,osce_coop,cis_coop,coop_other,ccode,ccode2,ccode3,ccode4,ccode5,region,subtasks,totaltasks,numtasks,pkratio,vlimratio,pbratio,factor1,factor2,factor3,missionen,govpolicies_assist
UNIFIL,650,3,2014,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,598,11,2009,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,590,3,2009,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,560,9,2006,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,593,6,2009,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,629,6,2012,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,636,1,2013,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,613,2,2011,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,653,6,2014,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,638,3,2013,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,580,5,2008,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,575,12,2007,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,658,11,2014,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,607,8,2010,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,559,8,2006,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,671,12,2015,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,579,4,2008,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,654,7,2014,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,615,4,2011,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,621,10,2011,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,597,10,2009,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,655,8,2014,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,612,1,2011,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,668,9,2015,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,566,3,2007,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,573,10,2007,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,664,5,2015,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,562,11,2006,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,661,2,2015,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,667,8,2015,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,591,4,2009,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,574,11,2007,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,628,5,2012,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,660,1,2015,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,614,3,2011,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,608,9,2010,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,669,10,2015,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,637,2,2013,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,619,8,2011,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,643,8,2013,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,594,7,2009,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,618,7,2011,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,561,10,2006,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,584,9,2008,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,577,2,2008,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,622,11,2011,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,663,4,2015,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,665,6,2015,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,662,3,2015,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,569,6,2007,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,625,2,2012,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,626,3,2012,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,604,5,2010,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,648,1,2014,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,568,5,2007,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,563,12,2006,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,581,6,2008,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,635,12,2012,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,656,9,2014,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,633,10,2012,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,565,2,2007,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,589,2,2009,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,564,1,2007,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,611,12,2010,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,631,8,2012,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,630,7,2012,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,567,4,2007,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,616,5,2011,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,578,3,2008,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,632,9,2012,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,670,11,2015,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,645,10,2013,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,586,11,2008,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,644,9,2013,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,649,2,2014,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,570,7,2007,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,642,7,2013,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,596,9,2009,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
UNIFIL,640,5,2013,1701,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,660,,,,,Middle East,5,13,8,.16666667,.75,.083333336,.22985312,.3727791,-.71302444,UNIFIL,1
